Title,Category,Author(s),Status,Wiki Page,Scan Depth,In-Wiki Citations,Year,Tier,Format,URL
Impact from Sale of State Land on Reserves (parliamentary reply),Government/Official,Ministry of Finance Singapore,Referenced,https://www.progress.org/wiki/public-land-leasing/,Light,1,,supplementary,Article,https://www.mof.gov.sg/news-publications/parliamentary-replies/impact-from-sale-of-state-land-on-reserves-and-accounting-treatment-of-cost-of-state-land-for-public-housing
Impact of a Two-Rate Property Tax on Residential Densities,Academic Paper,Seong-Hoon Cho; SeungGyu Kim; Dayton M. Lambert; Roland K. Roberts,Scanned,https://www.progress.org/wiki/cho-two-rate-density/,Light,2,2013,important,Paper,https://onlinelibrary.wiley.com/doi/10.1093/ajae/aas141
Implicit Land Taxes and Their Effect on the Real Economy,Academic/Research,Daniel Murphy; Nathan Seegert,Scanned,https://www.progress.org/wiki/murphy-seegert-implicit-land-taxes/,Medium,0,2023,important,Paper,https://www.maxwell.syr.edu/docs/default-source/research/cpr/property-tax-webinar-series/2023-2024/murphyseegert-landtax-accessible.pdf
Intergenerational Equity and the Investing of Rents from Exhaustible Resources (Hartwick's Rule),Academic Paper,John M. Hartwick,Scanned,https://www.progress.org/wiki/hartwick-rule/,Medium,1,1977,core,Paper,https://www.jstor.org/stable/1828079
International Union for Land Value Taxation,Website/Org,,Scanned,https://www.progress.org/wiki/international-union-lvt/,Medium,4,,,Website/Org,https://www.theIU.org/
Is the Property Tax a Benefit Tax? The Case of Rental Housing,Academic Paper,Robert Carroll; John Yinger,Scanned,https://www.progress.org/wiki/carroll-yinger-benefit-tax-rental/,Medium,1,1994,important,Paper,https://doi.org/10.1086/NTJ41789069
Is There a Bubble in the Housing Market?,Academic Paper,Karl E. Case; Robert J. Shiller,Scanned,https://www.progress.org/wiki/case-shiller-2003-bubble/,Medium,2,2003,important,Paper,https://www.brookings.edu/wp-content/uploads/2003/06/2003b_bpea_caseshiller.pdf
James Meade — Facts (Nobel Prize 1977),Government/Official,NobelPrize.org,Referenced,https://www.progress.org/wiki/james-meade/,Light,1,1977,supplementary,Article,https://www.nobelprize.org/prizes/economic-sciences/1977/meade/facts/
"James Meade, public ownership, and the idea of a citizens' trust",Academic Paper,Martin O'Neill; Stuart White,Scanned,https://www.progress.org/wiki/james-meade/,Light,1,2019,important,Paper,https://ideas.repec.org/a/ids/ijpubp/v15y2019i1-2p21-37.html
Joseph Fels and the Single-Tax Movement,Historical Text,Arthur P. Dudden,Scanned,https://www.progress.org/wiki/joseph-fels/,Medium,1,1943,important,Book,https://archive.org/details/josephfelssingle00dudd
Killing the Host: How Financial Parasites and Debt Bondage Destroy the Global Economy,Modern Book,Michael Hudson,Scanned,https://www.progress.org/wiki/hudson-killing-the-host/,Medium,1,2015,important,Book,https://archive.org/details/isbn_9780989763752
Kinetic Rent and Potential Rent,Online Writing,Fred Foldvary,Referenced,https://www.progress.org/wiki/foldvary-kinetic-potential-rent/,Light,1,,supplementary,Article,https://www.progress.org/articles/kinetic-rent-and-potential-rent/
Labour Land Campaign,Website/Org,,Scanned,https://www.progress.org/wiki/labour-land-campaign/,Medium,2,,,Website/Org,https://www.labourland.org/
Land and building separation based on Shapley values,Academic Paper,Kumar et al.,Referenced,https://www.progress.org/wiki/mass-appraisal-methods/,Light,2,2020,supplementary,Paper,https://www.nature.com/articles/s41599-020-0444-1
Land and Liberalism: Henry George and the Irish Land War,Academic Paper,Andrew Phemister,Referenced,https://www.progress.org/wiki/irish-land-war/,Light,2,2023,supplementary,Paper,https://eprints.ncl.ac.uk/286794
Land and Liberty: Henry George and the Crafting of Modern Liberalism,Modern Book,Christopher England,Referenced,https://www.progress.org/wiki/david-lloyd-george/,Light,3,2023,important,Book,https://www.press.jhu.edu/books/title/12372/land-and-liberty
Land and Property Values in the U.S. (data series),Dataset,Lincoln Institute of Land Policy (Davis et al.),Referenced,https://www.progress.org/wiki/davis-larson-oliner-shui-fhfa-land/,Light,1,ongoing,important,Dataset,https://www.lincolninst.edu/data/
"Land for the Many: Changing the way our fundamental asset is used, owned and governed",Report,George Monbiot (ed.); Grey; Kenny; Macfarlane; Powell-Smith; Shrubsole; Stratford,Referenced,people/george-monbiot,Light,2,2019,important,PDF,https://labour.org.uk/wp-content/uploads/2019/06/12081_19-Land-for-the-Many.pdf
Land is a Big Deal: Why rent is too high wages too low and what we can do about it,Modern Book,Lars A. Doucet,Scanned,https://www.progress.org/wiki/land-is-a-big-deal/,Deep,0,2022,core,Book,https://www.shacksimplepress.com/
"Land is Back, It Should Be Taxed, It Can Be Taxed",Academic/Research,Odran Bonnet; Guillaume Chapelle; Alain Trannoy; Etienne Wasmer,Scanned,https://www.progress.org/wiki/bonnet-land-is-back/,Medium,10,2021,core,Paper,https://amu.hal.science/hal-03238443/file/Land%20is%20back%2C%20it%20should%20be%20taxed%2C%20it%20can%20be%20taxed.pdf
Land Matters Podcast (Lincoln Institute),Academic/Research,Lincoln Institute of Land Policy,Scanned,https://www.progress.org/wiki/land-matters-podcast/,Medium,0,2024,important,Paper,https://www.lincolninst.edu/podcasts/land-matters/
Land Taxes and Housing Prices,Academic Paper,De Okonomiske Rad (Danish Economic Councils),Scanned,https://www.progress.org/wiki/dors-land-taxes-housing-prices/,Light,2,2018,core,Paper,https://dors.dk/oevrige-publikationer/arbejdspapir/land-taxes-and-housing-prices
Land Tenure System in Hong Kong (LegCo Essentials),Government/Official,Legislative Council HKSAR,Referenced,https://www.progress.org/wiki/public-land-leasing/,Light,1,,supplementary,Article,https://www.legco.gov.hk/research-publications/english/essentials-1617ise07-land-tenure-system-in-hong-kong.htm
Land Value Taxation Around the World,Academic/Research,Robert V. Andelson (ed.),Scanned,https://www.progress.org/wiki/andelson-lvt-around-the-world/,Medium,0,2001,core,Paper,https://onlinelibrary.wiley.com/doi/book/10.1002/9780470755364
Land Value Taxation in Vancouver: Rent-Seeking and the Tax Revolt,Academic Paper,Christopher England,Referenced,https://www.progress.org/wiki/vancouver/,Light,2,2018,important,Paper,https://onlinelibrary.wiley.com/doi/10.1111/ajes.12218
Land Worth = More than Enough,Online Writing,Scott Baker,Referenced,https://www.progress.org/wiki/land-rent-could-fund-government/,Light,1,2016,supplementary,Article,https://www.progress.org/articles/land-worth-more-than-enough/
Land: A New Paradigm for a Thriving World,Modern Book,Martin Adams,Scanned,https://www.progress.org/wiki/land-a-new-paradigm/,Heavy,0,2015,important,Book,https://unitism.com
Lars Doucet on the Dwarkesh Podcast,Academic/Research,Dwarkesh Patel; Lars Doucet,Scanned,https://www.progress.org/wiki/dwarkesh-doucet-podcast/,Medium,0,2023,core,Paper,https://www.dwarkesh.com/p/lars-doucet
Lease Extension (policy page),Government/Official,HK Lands Department,Referenced,https://www.progress.org/wiki/public-land-leasing/,Light,1,,supplementary,Article,https://www.landsd.gov.hk/en/land-disposal-transaction/extension.html
Leasing Public Land: Policy Debates and International Experiences,Academic/Research,Steven C. Bourassa; Yu-Hung Hong (eds.),Referenced,https://www.progress.org/wiki/public-land-leasing/,Light,1,2003,important,Book,https://www.lincolninst.edu/publications/books/leasing-public-land/
Limehouse speech (text),Primary Text,David Lloyd George,Scanned,,Light,1,1909,supplementary,Speech,https://archive.org/details/bettertimes00lloyrich
Lincoln Institute of Land Policy,Website/Org,,Scanned,https://www.progress.org/wiki/lincoln-institute/,Medium,8,,,Website/Org,https://www.lincolninst.edu/
LVT and Urban Agglomeration Dynamics,Academic/Research,Fiorentino; Moogan,Scanned,https://www.progress.org/wiki/fiorentino-moogan-agglomeration/,Medium,0,2025,supplementary,Paper,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5588585
Major Sources of Government Revenue (ISSF03/2023),Government/Official,LegCo Research Office HKSAR,Referenced,https://www.progress.org/wiki/public-land-leasing/,Light,1,2023,supplementary,Report,https://app7.legco.gov.hk/rpdb/en/uploads/2023/ISSF/ISSF03_2023_20231116_en.pdf
Manias Panics and Crashes: A History of Financial Crises (7th ed.),Modern Book,Charles Kindleberger; Robert Aliber,Not scanned,,—,0,2015,important,Book,
Mapping Modern Economic Rents,Academic/Research,Mariana Mazzucato; Josh Ryan-Collins; Giorgos Gouzoulis,Scanned,https://www.progress.org/wiki/mazzucato-mapping-rents/,Medium,10,2023,important,Paper,https://discovery.ucl.ac.uk/id/eprint/10172018/1/bead013.pdf
Market Power and Income Taxation,Academic/Research,Louis Kaplow,Scanned,https://www.progress.org/wiki/kaplow-market-power/,Medium,0,2019,supplementary,Paper,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3341238
Mason Gaffney Predicted the China Crash,Online Writing,Martin Adams,Referenced,https://www.progress.org/wiki/18-year-land-cycle/,Light,1,2015,supplementary,Article,https://www.progress.org/articles/mason-gaffney-predicted-the-china-crash/
Measuring the Effects of a Land Value Tax on Land Development,Academic Paper,Seong-Hoon Cho; SeungGyu Kim; Roland K. Roberts,Referenced,https://www.progress.org/wiki/cho-two-rate-density/,Light,1,2011,supplementary,Paper,https://link.springer.com/article/10.1007/s12061-009-9039-3
Metropolitan Land Values,Academic Paper,David Albouy; Gabriel Ehrlich; Minchul Shin,Scanned,https://www.progress.org/wiki/albouy-ehrlich-shin-metro-land/,Medium,1,2018,important,Paper,https://doi.org/10.1162/rest_a_00710
Michigan's Government Failure,Online Writing,Fred Foldvary,Referenced,,Light,1,2016,supplementary,Article,https://www.progress.org/articles/michigans-government-failure
Modeling the Price Reaction to the Implementation of a Land Value Tax,Online Writing,,Scanned,https://www.progress.org/wiki/cwc-lvt-price-reaction-model/,Medium,0,2024,Supplementary,Report,https://commonwealth.ca/research/lvt-sensitivity-analysis
Moses (lecture),Historical Text,Henry George,Scanned,https://www.progress.org/wiki/moses/,Heavy,2,1878,core,Text,https://archive.org/details/mosesandcrimeofp0000henr
Natural Common Wealth and Economic Rent in Canada,Online Writing,,Scanned,https://www.progress.org/wiki/natural-common-wealth-economic-rent-canada/,Medium,0,2023,Important,Report,https://commonwealth.ca/report
"Natural Resource Rents, Local Taxes, and Government Performance: Colombia",Academic/Research,Luis Martinez,Scanned,https://www.progress.org/wiki/martinez-colombia-resource-rents/,Medium,0,2018,supplementary,Paper,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3273001
Natural Resources and Economic Development: The curse of natural resources,Academic Paper,Jeffrey D. Sachs; Andrew M. Warner,Referenced,https://www.progress.org/wiki/resource-rent-capture-works/,Light,1,2001,important,Paper,https://www.sciencedirect.com/science/article/abs/pii/S0014292101001258
"Nearly 52,000 UK properties still owned anonymously despite new transparency law",Online Writing,Transparency International UK,Scanned,,Light,1,2024,supplementary,Article,https://www.transparency.org.uk/uk-property-register-overseas-companies-loopholes
Neo-classical Economics as a Stratagem Against Henry George,Academic/Research,Mason Gaffney,Scanned,https://www.progress.org/wiki/gaffney-neoclassical-stratagem/,Medium,3,1994,core,Paper,https://www.masongaffney.org/publications/K1Neo-classical_Stratagem.CV.pdf
New Estimates of Value of Land of the United States,Academic Paper,William Larson,Scanned,https://www.progress.org/wiki/larson-us-land-value/,Medium,1,2015,core,Paper,https://www.bea.gov/research/papers/2015/new-estimates-value-land-united-states
New Evidence on Property Tax Capitalization,Academic Paper,Oded Palmon; Barton A. Smith,Scanned,https://www.progress.org/wiki/palmon-smith-capitalization/,Medium,1,1998,important,Paper,https://doi.org/10.1086/250041
'No One Saw This Coming': Understanding Financial Crisis Through Accounting Models,Academic Paper,Dirk Bezemer,Scanned,,Light,1,2009,supplementary,Paper,https://research.rug.nl/en/publications/no-one-saw-this-coming-understanding-financial-crisis-through-ac
No One Saw This Coming: Understanding Financial Crisis Through Accounting Models,Academic Paper,Dirk J. Bezemer,Referenced,https://www.progress.org/wiki/bezemer-no-one-saw-this-coming/,Light,3,2009,important,Paper,https://mpra.ub.uni-muenchen.de/15892/
"No Price Like Home: Global House Prices, 1870-2012",Academic Paper,Katharina Knoll; Moritz Schularick; Thomas Steger,Scanned,https://www.progress.org/wiki/knoll-schularick-steger-house-prices/,Medium,1,2017,core,Paper,https://doi.org/10.1257/aer.20150501
Noah Smith on Georgism,Academic/Research,Noah Smith,Scanned,https://www.progress.org/wiki/noah-smith-on-georgism/,Medium,0,2015,important,Paper,https://www.noahpinion.blog/p/how-to-sell-georgism-to-the-middle
"Now the Synthesis: Capitalism, Socialism and the New Social Contract",Modern Book,Richard Noyes (ed.),Scanned,https://www.progress.org/wiki/now-the-synthesis/,Heavy,0,1991,supplementary,Book,
On the Design of a Neutral Business Tax under Uncertainty,Academic Paper,Stephen Bond; Michael Devereux,Referenced,https://www.progress.org/wiki/cash-flow-tax/,Light,1,1995,important,Paper,https://ideas.repec.org/a/eee/pubeco/v58y1995i1p57-71.html
One Hundred Years of Land Values in Chicago,Modern Book,Homer Hoyt,Scanned,https://www.progress.org/wiki/hoyt-chicago-land-values/,Heavy,5,1933,important,Book,https://archive.org/details/onehundredyearso00hoytrich
Opportunities and Risks of Capturing Land Values Under Hong Kong's Leasehold System,Academic Paper,Yu-Hung Hong; Alven H.S. Lam,Referenced,https://www.progress.org/wiki/public-land-leasing/,Light,1,1998,important,Paper,https://www.lincolninst.edu/app/uploads/2024/04/65_honglam98_1.pdf
Optimal Taxation with Rent-Seeking,Academic/Research,Casey Rothschild; Florian Scheuer,Scanned,https://www.progress.org/wiki/rothschild-scheuer-rent-seeking/,Medium,0,2011,supplementary,Paper,https://www.nber.org/system/files/working_papers/w17035/w17035.pdf
Order Without Design: How Markets Shape Cities,Modern Book,Alain Bertaud,Not scanned,,—,0,2018,Supplementary,Book,https://mitpress.mit.edu/9780262550970/order-without-design/
Patent Buyouts: A Mechanism for Encouraging Innovation,Academic Paper,Michael Kremer,Scanned,https://www.progress.org/wiki/prizes-vs-patents/,Medium,2,1998,important,Paper,https://academic.oup.com/qje/article-abstract/113/4/1137/1916997
Patents and Innovation: Evidence from Economic History,Academic Paper,Petra Moser,Scanned,https://www.progress.org/wiki/ip-rents/,Medium,1,2013,core,Paper,https://www.aeaweb.org/articles?id=10.1257/jep.27.1.23
Platform Competition in Two-Sided Markets,Academic Paper,Jean-Charles Rochet; Jean Tirole,Scanned,https://www.progress.org/wiki/rochet-tirole-two-sided/,Light,1,2003,important,Paper,https://doi.org/10.1162/154247603322493212
Policies and Mechanisms on Land Value Capture: Taiwan Case Study,Report,,Referenced,https://www.progress.org/wiki/land-value-increment-tax/,Light,1,1998,supplementary,Paper,https://www.lincolninst.edu/app/uploads/legacy-files/pubfiles/144_lamtsui98.pdf
Post-Corona Balanced-Budget Super-Stimulus: The Case for Shifting Taxes onto Land,Academic/Research,Charles Goodhart; Michael Hudson; Michael Kumhof; Nicolaus Tideman,Scanned,https://www.progress.org/wiki/goodhart-stimulus/,Medium,4,2021,core,Paper,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3954888
