slug,title,category,url,inbound_links,outbound_links,words,stub,orphan,last_reviewed
transitional-gains-trap,Transitional Gains Trap,concepts,https://www.progress.org/wiki/transitional-gains-trap/,4,6,1333,false,false,2026-07-05
tsingtao-land-tax,Tsingtao (Kiautschou) Land Tax,places,https://www.progress.org/wiki/tsingtao-land-tax/,1,5,435,true,false,2026-07-12
tsoodle-turner-rents,Property Taxes and Residential Rents,research,https://www.progress.org/wiki/tsoodle-turner-rents/,3,6,564,false,false,2026-07-05
tubio-reyes-loja-ecuador-lvt,"Do Land Value Taxes Curb Land Prices? Evidence from Loja, Ecuador (Tubío-Sánchez & Reyes-Bueno, 2026)",research,https://www.progress.org/wiki/tubio-reyes-loja-ecuador-lvt/,3,7,582,false,false,2026-07-12
tullock-transitional-gains-trap,The Transitional Gains Trap,research,https://www.progress.org/wiki/tullock-transitional-gains-trap/,4,6,556,false,false,2026-07-10
ubi-works,UBI Works,organizations,https://www.progress.org/wiki/ubi-works/,3,4,668,true,false,2026-07-10
un-habitat-1976-recapture-resolution,UN Habitat 1976 Land Value Recapture Resolution,events,https://www.progress.org/wiki/un-habitat-1976-recapture-resolution/,1,4,554,true,false,2026-07-12
unearned-increment,Unearned Increment,concepts,https://www.progress.org/wiki/unearned-increment/,66,12,1017,false,false,
unearned-increment-narrative,Narrative: The Unearned Increment,narratives,https://www.progress.org/wiki/unearned-increment-narrative/,19,41,2019,false,false,2026-07-03
uniformity-doctrine,Uniformity Doctrine in Taxation,concepts,https://www.progress.org/wiki/uniformity-doctrine/,1,5,401,true,false,2026-07-11
united-kingdom,United Kingdom,places,https://www.progress.org/wiki/united-kingdom/,2,9,928,false,false,2026-07-11
united-states,United States,places,https://www.progress.org/wiki/united-states/,1,11,606,true,false,2026-07-11
uthwatt-committee,Uthwatt Committee (1942),events,https://www.progress.org/wiki/uthwatt-committee/,1,5,748,true,false,2026-07-11
vague-brief-history-of-doom,'Vague (2019): A Brief History of Doom',research,https://www.progress.org/wiki/vague-brief-history-of-doom/,2,4,546,true,false,2026-07-11
valencia-land-grab-law,"Valencia \""Land Grab\"" Law (LRAU, 1994)",events,https://www.progress.org/wiki/valencia-land-grab-law/,1,5,830,true,false,2026-07-12
valorization-tax,Valorization Tax (Contribución de Valorización),concepts,https://www.progress.org/wiki/valorization-tax/,1,4,520,true,false,2026-07-11
valuing-common-assets-vermont,Valuing Common Assets for Public Finance in Vermont,research,https://www.progress.org/wiki/valuing-common-assets-vermont/,6,19,2110,false,false,2026-07-10
vancouver,Vancouver,places,https://www.progress.org/wiki/vancouver/,6,9,2330,false,false,2026-07-12
vancouver-empty-homes-tax,Vancouver's Empty Homes Tax,research,https://www.progress.org/wiki/vancouver-empty-homes-tax/,2,8,1957,false,false,2026-07-11
vickrey-counterspeculation-auctions,"'Vickrey (1961): Counterspeculation, Auctions, and Competitive Sealed Tenders'",research,https://www.progress.org/wiki/vickrey-counterspeculation-auctions/,1,4,457,true,false,2026-07-14
victoria-svr-nav-comparison,'Victoria''s Site-Value vs Net-Annual-Value Rating: A 1966–78 Natural Experiment',research,https://www.progress.org/wiki/victoria-svr-nav-comparison/,3,5,377,true,false,2026-07-11
virtual-land,Virtual Land and Metaverse Real Estate,concepts,https://www.progress.org/wiki/virtual-land/,2,5,498,true,false,2026-07-12
visas-between-individuals-program,Visas Between Individuals Program (VIP),concepts,https://www.progress.org/wiki/visas-between-individuals-program/,1,6,403,true,false,2026-07-11
wages-fund-doctrine,Wages Fund Doctrine,concepts,https://www.progress.org/wiki/wages-fund-doctrine/,1,5,457,true,false,2026-07-11
wallace-oates,Wallace E. Oates,people,https://www.progress.org/wiki/wallace-oates/,3,11,1276,false,false,2026-07-04
watson-guettabi-reimer-cash-crime,Universal Cash and Crime (Alaska PFD),research,https://www.progress.org/wiki/watson-guettabi-reimer-cash-crime/,3,5,618,false,false,2026-07-11
wealth-of-nations,The Wealth of Nations (Smith),books,https://www.progress.org/wiki/wealth-of-nations/,10,13,3112,false,false,2026-07-12
werner-princes-of-the-yen,Princes of the Yen: Japan's Central Bankers and the Transformation of the Economy,research,https://www.progress.org/wiki/werner-princes-of-the-yen/,4,6,636,true,false,2026-07-12
wertzuwachssteuer-germany,'The German Reich Wertzuwachssteuer (1911–1913): A National Increment Tax That,research,https://www.progress.org/wiki/wertzuwachssteuer-germany/,5,9,2075,false,false,2026-07-11
weyl-zhang-depreciating-licenses,'Weyl & Zhang (2017): Depreciating Licenses',research,https://www.progress.org/wiki/weyl-zhang-depreciating-licenses/,1,6,370,true,false,2026-07-11
widerquist-howard-pfd,Alaska's Permanent Fund Dividend: Examining Its Suitability as a Model,research,https://www.progress.org/wiki/widerquist-howard-pfd/,8,8,2463,false,false,2026-07-14
william-f-buckley,William F. Buckley Jr.,people,https://www.progress.org/wiki/william-f-buckley/,1,4,478,true,false,2026-07-11
william-s-uren,William S. U'Ren,people,https://www.progress.org/wiki/william-s-uren/,1,5,350,true,false,2026-07-11
william-stanley-jevons,William Stanley Jevons,people,https://www.progress.org/wiki/william-stanley-jevons/,1,6,321,true,false,2026-07-11
william-vickrey,William Vickrey,people,https://www.progress.org/wiki/william-vickrey/,17,12,475,false,false,2026-07-06
winners-curse,The Winner's Curse,concepts,https://www.progress.org/wiki/winners-curse/,1,6,713,true,false,2026-07-11
winston-churchill,Winston Churchill,people,https://www.progress.org/wiki/winston-churchill/,11,12,1895,false,false,2026-07-05
with-liberty-and-dividends-for-all,With Liberty and Dividends for All: How to Save Our Middle Class When Jobs Don't Pay Enough,books,https://www.progress.org/wiki/with-liberty-and-dividends-for-all/,7,5,1701,false,false,2026-07-07
world-bank-changing-wealth,'The Changing Wealth of Nations 2021: Managing Assets for the Future',research,https://www.progress.org/wiki/world-bank-changing-wealth/,1,7,2560,false,false,2026-07-14
world-bank-property-tax-determinants,'Determinants of Property Tax Revenue: Lessons from Empirical Analysis',research,https://www.progress.org/wiki/world-bank-property-tax-determinants/,8,3,163,false,false,
wyatt-critical-view-lvt,Wyatt (1994): A Critical View of Land Value Taxation as a Progressive Strategy,research,https://www.progress.org/wiki/wyatt-critical-view-lvt/,2,6,532,true,false,2026-07-12
yang-split-rate-tax-base,Effects of Split-Rate Taxation on Tax Base,research,https://www.progress.org/wiki/yang-split-rate-tax-base/,4,6,1335,false,false,2026-07-03
young-locked-out-of-land-wealth,The young are increasingly locked out of land wealth,problems,https://www.progress.org/wiki/young-locked-out-of-land-wealth/,11,15,1676,false,false,2026-07-13
zingales-political-theory-firm,Towards a Political Theory of the Firm,research,https://www.progress.org/wiki/zingales-political-theory-firm/,1,6,1963,false,false,2026-07-04
zodrow-three-views,'The Property Tax as a Capital Tax: A Room with Three Views',research,https://www.progress.org/wiki/zodrow-three-views/,12,8,2854,false,false,2026-07-10
zwick-mahon-expensing,Zwick & Mahon (2017): Tax Policy and Heterogeneous Investment Behavior,research,https://www.progress.org/wiki/zwick-mahon-expensing/,3,5,436,false,false,2026-07-12
